# qlnes-spike-trace v0
# columns: cpu_cycle	addr_hex	value_hex
16075486	4006	f8
16075505	4008	8f
16075513	400a	74
16075521	400b	04
16075529	400c	f1
16075537	400e	03
16102555	4014	02
16104537	4000	71
16104545	4002	39
16104564	4004	37
16104572	4006	f8
16104591	4008	8f
16104599	400a	74
16104607	400b	04
16104615	400c	f0
16104623	400e	03
16104889	4016	01
16104895	4016	00
16105092	4016	01
16105098	4016	00
16105295	4016	01
16105301	4016	00
16132336	4014	02
16134341	4000	71
16134349	4002	39
16134368	4004	36
16134376	4006	f8
16134395	4008	8f
16134403	400a	74
16134411	400b	04
16134419	400c	f0
16134427	400e	03
16134706	4016	01
16134712	4016	00
16134909	4016	01
16134915	4016	00
16135112	4016	01
16135118	4016	00
16162114	4014	02
16164119	4000	71
16164127	4002	39
16164146	4004	35
16164154	4006	f8
16164173	4008	8f
16164181	400a	74
16164189	400b	04
16164197	400c	f0
16164205	400e	03
16164481	4016	01
16164487	4016	00
16164684	4016	01
16164690	4016	00
16164887	4016	01
16164893	4016	00
16191895	4014	02
16193900	4000	71
16193908	4002	39
16193927	4004	34
16193935	4006	f8
16193954	4008	8f
16193962	400a	74
16193970	400b	04
16193978	400c	f0
16193986	400e	03
16194262	4016	01
16194268	4016	00
16194465	4016	01
16194471	4016	00
16194668	4016	01
16194674	4016	00
16221676	4014	02
16223681	4000	71
16223689	4002	39
16223708	4004	33
16223716	4006	f8
16223735	4008	8f
16223743	400a	74
16223751	400b	04
16223759	400c	f0
16223767	400e	03
16224043	4016	01
16224049	4016	00
16224246	4016	01
16224252	4016	00
16224449	4016	01
16224455	4016	00
16251454	4014	02
16253459	4000	71
16253467	4002	39
16253486	4004	32
16253494	4006	f8
16253513	4008	8f
16253521	400a	74
16253529	400b	04
16253537	400c	f0
16253545	400e	03
16281235	4014	02
16284338	4000	7f
16284346	4002	fb
16284364	4003	01
16284372	4004	38
16284380	4006	56
16284398	4007	03
16284406	4008	8f
16284414	400a	1c
16284422	400b	01
16284430	400c	f8
16284438	400e	00
16284707	4016	01
16284713	4016	00
16284910	4016	01
16284916	4016	00
16285113	4016	01
16285119	4016	00
16311014	4014	02
16312912	4000	7e
16312920	4002	fb
16312939	4004	37
16312947	4006	56
16312966	4008	8f
16312974	400a	39
16312982	400b	02
16312990	400c	f7
16312998	400e	00
16313277	4016	01
16313283	4016	00
16313480	4016	01
16313486	4016	00
16313683	4016	01
16313689	4016	00
16340796	4014	02
16342681	4000	7d
16342689	4002	fb
16342708	4004	36
16342716	4006	56
16342735	4008	8f
16342743	400a	39
16342751	400b	02
16342759	400c	f6
16342767	400e	00
16343046	4016	01
16343052	4016	00
16343249	4016	01
16343255	4016	00
16343452	4016	01
16343458	4016	00
16370574	4014	02
16372459	4000	7c
16372467	4002	fb
16372486	4004	35
16372494	4006	56
16372513	4008	8f
16372521	400a	39
16372529	400b	02
16372537	400c	f5
16372545	400e	00
16372821	4016	01
16372827	4016	00
16373024	4016	01
16373030	4016	00
16373227	4016	01
16373233	4016	00
16400355	4014	02
16402240	4000	7b
16402248	4002	fb
16402267	4004	34
16402275	4006	56
16402294	4008	8f
16402302	400a	39
16402310	400b	02
16402318	400c	f4
16402326	400e	00
16402602	4016	01
16402608	4016	00
16402805	4016	01
16402811	4016	00
16403008	4016	01
16403014	4016	00
16430136	4014	02
16432021	4000	7a
16432029	4002	fb
16432048	4004	33
16432056	4006	56
16432075	4008	8f
16432083	400a	39
16432091	400b	02
16432099	400c	f3
16432107	400e	00
16459914	4014	02
16461803	4000	79
16461811	4002	fb
16461830	4004	32
16461838	4006	56
16461857	4008	8f
16461865	400a	39
16461873	400b	02
16461881	400c	f2
16461889	400e	00
16462158	4016	01
16462164	4016	00
16462361	4016	01
16462367	4016	00
16462564	4016	01
16462570	4016	00
16489695	4014	02
16492112	4000	71
16492120	4002	fb
16492139	4004	31
16492147	4006	56
16492166	4008	8f
16492174	400a	39
16492182	400b	02
16492190	400c	f1
16492198	400e	00
16492478	4016	01
16492484	4016	00
16492681	4016	01
16492687	4016	00
16492884	4016	01
16492890	4016	00
16519475	4014	02
16521426	4000	71
16521434	4002	fb
16521453	4004	30
16521461	4006	56
16521480	4008	80
16521488	400a	39
16521496	400b	02
16521504	400c	f0
16521512	400e	00
16521792	4016	01
16521798	4016	00
16521995	4016	01
16522001	4016	00
16522198	4016	01
16522204	4016	00
16549254	4014	02
16551286	4000	71
16551294	4002	fb
16551313	4004	30
16551321	4006	56
16551340	4008	80
16551348	400a	39
16551356	400b	02
16551364	400c	f0
16551372	400e	00
16551649	4016	01
16551655	4016	00
16551852	4016	01
16551858	4016	00
16552055	4016	01
16552061	4016	00
16579036	4014	02
16581068	4000	71
16581076	4002	fb
16581095	4004	30
16581103	4006	56
16581122	4008	80
16581130	400a	39
16581138	400b	02
16581146	400c	f0
16581154	400e	00
16581434	4016	01
16581440	4016	00
16581637	4016	01
16581643	4016	00
16581840	4016	01
16581846	4016	00
16608815	4014	02
16610847	4000	71
16610855	4002	fb
16610874	4004	30
16610882	4006	56
16610901	4008	80
16610909	400a	39
16610917	400b	02
16610925	400c	f0
16610933	400e	00
16638594	4014	02
16640630	4000	71
16640638	4002	fb
16640657	4004	30
16640665	4006	56
16640684	4008	80
16640692	400a	39
16640700	400b	02
16640708	400c	f0
16640716	400e	00
16640983	4016	01
16640989	4016	00
16641186	4016	01
16641192	4016	00
16641389	4016	01
16641395	4016	00
16668376	4014	02
16670408	4000	71
16670416	4002	fb
16670435	4004	30
16670443	4006	56
16670462	4008	80
16670470	400a	39
16670478	400b	02
16670486	400c	f0
16670494	400e	00
16670774	4016	01
16670780	4016	00
16670977	4016	01
16670983	4016	00
16671180	4016	01
16671186	4016	00
16698155	4014	02
16701291	4000	7f
16701299	4002	c3
16701318	4004	38
16701326	4006	f8
16701344	4007	02
16701352	4008	8f
16701360	400a	7b
16701368	400b	01
16701376	400c	ff
16701384	400e	0e
16701664	4016	01
16701670	4016	00
16701867	4016	01
16701873	4016	00
16702070	4016	01
16702076	4016	00
16727935	4014	02
16729832	4000	7e
16729840	4002	c3
16729859	4004	37
16729867	4006	f8
16729886	4008	8f
16729894	400a	f8
16729902	400b	02
16729910	400c	fd
16729918	400e	02
16730198	4016	01
16730204	4016	00
16730401	4016	01
16730407	4016	00
16730604	4016	01
16730610	4016	00
16757714	4014	02
16759638	4000	7d
16759646	4002	c3
16759665	4004	36
16759673	4006	f8
16759692	4008	8f
16759700	400a	f8
16759708	400b	02
16759716	400c	fb
16759724	400e	05
16760001	4016	01
16760007	4016	00
16760204	4016	01
16760210	4016	00
16760407	4016	01
16760413	4016	00
16787496	4014	02
16789420	4000	7c
16789428	4002	c3
16789447	4004	35
16789455	4006	f8
16789474	4008	8f
16789482	400a	f8
16789490	400b	02
16789498	400c	f9
16789506	400e	08
16817274	4014	02
16819229	4000	7b
16819237	4002	c3
16819256	4004	34
16819264	4006	f8
16819283	4008	8f
16819291	400a	f8
16819299	400b	02
16819307	400c	f7
16819315	400e	05
16819587	4016	01
16819593	4016	00
16819790	4016	01
16819796	4016	00
16819993	4016	01
16819999	4016	00
16847055	4014	02
16848979	4000	7a
16848987	4002	c3
16849006	4004	33
16849014	4006	f8
16849033	4008	8f
16849041	400a	f8
16849049	400b	02
16849057	400c	f5
16849065	400e	08
16849342	4016	01
16849348	4016	00
16849545	4016	01
16849551	4016	00
16849748	4016	01
16849754	4016	00
16876834	4014	02
16878785	4000	79
16878793	4002	c3
16878812	4004	32
16878820	4006	f8
16878839	4008	8f
16878847	400a	f8
16878855	400b	02
16878863	400c	f3
16878871	400e	05
16879148	4016	01
16879154	4016	00
16879351	4016	01
16879357	4016	00
16879554	4016	01
16879560	4016	00
16906616	4014	02
16909072	4000	71
16909080	4002	c3
16909099	4004	31
16909107	4006	f8
16909126	4008	8f
16909134	400a	f8
16909142	400b	02
16909150	400c	f1
16909158	400e	08
16909435	4016	01
16909441	4016	00
16909638	4016	01
16909644	4016	00
16909841	4016	01
16909847	4016	00
16936396	4014	02
16938374	4000	71
16938382	4002	c3
16938401	4004	30
16938409	4006	f8
16938428	4008	8f
16938436	400a	f8
16938444	400b	02
16938452	400c	f0
16938460	400e	05
16938740	4016	01
16938746	4016	00
16938943	4016	01
16938949	4016	00
16939146	4016	01
16939152	4016	00
16966175	4014	02
16968180	4000	71
16968188	4002	c3
16968207	4004	30
16968215	4006	f8
16968234	4008	8f
16968242	400a	f8
16968250	400b	02
16968258	400c	f0
16968266	400e	08
16995954	4014	02
16997990	4000	71
16997998	4002	c3
16998017	4004	30
16998025	4006	f8
16998044	4008	8f
16998052	400a	f8
16998060	400b	02
16998068	400c	f0
16998076	400e	05
16998348	4016	01
16998354	4016	00
16998551	4016	01
16998557	4016	00
16998754	4016	01
16998760	4016	00
17025735	4014	02
17027740	4000	71
17027748	4002	c3
17027767	4004	30
17027775	4006	f8
17027794	4008	8f
17027802	400a	f8
17027810	400b	02
17027818	400c	f0
17027826	400e	08
17028106	4016	01
17028112	4016	00
17028309	4016	01
17028315	4016	00
17028512	4016	01
17028518	4016	00
17055514	4014	02
17057546	4000	71
17057554	4002	c3
17057573	4004	30
17057581	4006	f8
17057600	4008	8f
17057608	400a	f8
17057616	400b	02
17057624	400c	f0
17057632	400e	05
17057908	4016	01
17057914	4016	00
17058111	4016	01
17058117	4016	00
17058314	4016	01
17058320	4016	00
17085295	4014	02
17087300	4000	71
17087308	4002	c3
17087327	4004	30
17087335	4006	f8
17087354	4008	8f
17087362	400a	f8
17087370	400b	02
17087378	400c	f0
17087386	400e	08
17087665	4016	01
17087671	4016	00
17087868	4016	01
17087874	4016	00
17088071	4016	01
17088077	4016	00
17115076	4014	02
17118249	4000	7f
17118257	4002	c3
17118276	4004	38
17118284	4006	7f
17118303	4008	8f
17118311	400a	bd
17118319	400b	00
17118327	400c	f8
17118335	400e	00
17118614	4016	01
17118620	4016	00
17118817	4016	01
17118823	4016	00
17119020	4016	01
17119026	4016	00
17144855	4014	02
17146727	4000	7e
17146735	4002	c3
17146754	4004	37
17146762	4006	7f
17146781	4008	8f
17146789	400a	7b
17146797	400b	01
17146805	400c	f7
17146813	400e	00
17174634	4014	02
17176457	4000	7d
17176465	4002	c3
17176484	4004	36
17176492	4006	7f
17176511	4008	8f
17176519	400a	7b
17176527	400b	01
17176535	400c	f6
17176543	400e	00
17176809	4016	01
17176815	4016	00
17177012	4016	01
17177018	4016	00
17177215	4016	01
17177221	4016	00
17204415	4014	02
17206273	4000	7c
17206281	4002	aa
17206300	4004	35
17206308	4006	7f
17206327	4008	8f
17206335	400a	7b
17206343	400b	01
17206351	400c	f5
17206359	400e	00
17206635	4016	01
17206641	4016	00
17206838	4016	01
17206844	4016	00
17207041	4016	01
17207047	4016	00
17234196	4014	02
17236054	4000	7b
17236062	4002	92
17236081	4004	34
17236089	4006	7f
17236108	4008	8f
17236116	400a	7b
17236124	400b	01
17236132	400c	f4
17236140	400e	00
17236419	4016	01
17236425	4016	00
17236622	4016	01
17236628	4016	00
17236825	4016	01
17236831	4016	00
17263974	4014	02
17265859	4000	7a
17265867	4002	92
17265886	4004	33
17265894	4006	7f
17265913	4008	8f
17265921	400a	7b
17265929	400b	01
17265937	400c	f3
17265945	400e	00
17266224	4016	01
17266230	4016	00
17266427	4016	01
17266433	4016	00
17266630	4016	01
17266636	4016	00
17293755	4014	02
17295640	4000	79
17295648	4002	92
17295667	4004	32
17295675	4006	7f
17295694	4008	8f
17295702	400a	7b
17295710	400b	01
17295718	400c	f2
17295726	400e	00
17296005	4016	01
17296011	4016	00
17296208	4016	01
17296214	4016	00
17296411	4016	01
17296417	4016	00
17323536	4014	02
17325953	4000	71
17325961	4002	92
17325980	4004	31
17325988	4006	7f
17326007	4008	8f
17326015	400a	7b
17326023	400b	01
17326031	400c	f1
17326039	400e	00
17353316	4014	02
17355271	4000	71
17355279	4002	92
17355298	4004	30
17355306	4006	7f
17355325	4008	80
17355333	400a	7b
17355341	400b	01
17355349	400c	f0
17355357	400e	00
17355623	4016	01
17355629	4016	00
17355826	4016	01
17355832	4016	00
17356029	4016	01
17356035	4016	00
17383094	4014	02
17385126	4000	71
17385134	4002	92
17385153	4004	30
17385161	4006	7f
17385180	4008	80
17385188	400a	7b
17385196	400b	01
17385204	400c	f0
17385212	400e	00
17385491	4016	01
17385497	4016	00
17385694	4016	01
17385700	4016	00
17385897	4016	01
17385903	4016	00
17412875	4014	02
17414907	4000	71
17414915	4002	92
17414934	4004	30
17414942	4006	7f
17414961	4008	80
17414969	400a	7b
17414977	400b	01
17414985	400c	f0
17414993	400e	00
17415269	4016	01
17415275	4016	00
17415472	4016	01
17415478	4016	00
17415675	4016	01
17415681	4016	00
17442656	4014	02
17444688	4000	71
17444696	4002	92
17444715	4004	30
17444723	4006	7f
17444742	4008	80
17444750	400a	7b
17444758	400b	01
17444766	400c	f0
17444774	400e	00
17445053	4016	01
17445059	4016	00
17445256	4016	01
17445262	4016	00
17445459	4016	01
17445465	4016	00
17472434	4014	02
17474466	4000	71
17474474	4002	92
17474493	4004	30
17474501	4006	7f
17474520	4008	80
17474528	400a	7b
17474536	400b	01
17474544	400c	f0
17474552	400e	00
17474831	4016	01
17474837	4016	00
17475034	4016	01
17475040	4016	00
17475237	4016	01
17475243	4016	00
17502215	4014	02
17504247	4000	71
17504255	4002	92
17504274	4004	30
17504282	4006	7f
17504301	4008	80
17504309	400a	7b
17504317	400b	01
17504325	400c	f0
17504333	400e	00
17531994	4014	02
17534946	4000	71
17534954	4002	92
17534973	4004	bc
17534981	4006	a5
17535000	4008	8f
17535008	400a	fb
17535016	400b	01
17535024	400c	f8
17535032	400e	03
17535303	4016	01
17535309	4016	00
17535506	4016	01
17535512	4016	00
17535709	4016	01
17535715	4016	00
17561775	4014	02
17563701	4000	71
17563709	4002	92
17563728	4004	bc
17563736	4006	a5
17563755	4008	8f
17563763	400a	f7
17563771	400b	03
17563779	400c	f7
17563787	400e	03
17564063	4016	01
17564069	4016	00
17564266	4016	01
17564272	4016	00
17564469	4016	01
17564475	4016	00
17591555	4014	02
17593428	4000	71
17593436	4002	92
17593455	4004	bc
17593463	4006	a5
17593482	4008	8f
17593490	400a	f7
17593498	400b	03
17593506	400c	f6
17593514	400e	03
17593790	4016	01
17593796	4016	00
17593993	4016	01
17593999	4016	00
17594196	4016	01
17594202	4016	00
17621336	4014	02
17623287	4000	71
17623295	4002	92
17623314	4004	bb
17623322	4006	fb
17623340	4007	01
17623348	4008	8f
17623356	400a	f7
17623364	400b	03
17623372	400c	f5
17623380	400e	03
17623657	4016	01
17623663	4016	00
17623860	4016	01
17623866	4016	00
17624063	4016	01
17624069	4016	00
17651116	4014	02
17653069	4000	71
17653077	4002	92
17653096	4004	bb
17653104	4006	fb
17653123	4008	8f
17653131	400a	f7
17653139	400b	03
17653147	400c	f4
17653155	400e	03
17653435	4016	01
17653441	4016	00
17653638	4016	01
17653644	4016	00
17653841	4016	01
17653847	4016	00
17680894	4014	02
17682767	4000	71
17682775	4002	92
17682794	4004	bb
17682802	4006	fb
17682821	4008	8f
17682829	400a	f7
17682837	400b	03
17682845	400c	f3
17682853	400e	03
17710674	4014	02
17712590	4000	71
17712598	4002	92
17712617	4004	bb
17712625	4006	92
17712644	4008	8f
17712652	400a	f7
17712660	400b	03
17712668	400c	f2
17712676	400e	03
17712943	4016	01
17712949	4016	00
17713146	4016	01
17713152	4016	00
17713349	4016	01
17713355	4016	00
17740456	4014	02
17742843	4000	71
17742851	4002	92
17742870	4004	bb
17742878	4006	92
17742897	4008	8f
17742905	400a	f7
17742913	400b	03
17742921	400c	f1
17742929	400e	03
17743209	4016	01
17743215	4016	00
17743412	4016	01
17743418	4016	00
17743615	4016	01
17743621	4016	00
17770236	4014	02
17772109	4000	71
17772117	4002	92
17772136	4004	bb
17772144	4006	92
17772163	4008	8f
17772171	400a	f7
17772179	400b	03
17772187	400c	f0
17772195	400e	03
17772475	4016	01
17772481	4016	00
17772678	4016	01
17772684	4016	00
17772881	4016	01
17772887	4016	00
17800015	4014	02
17801993	4000	71
17802001	4002	92
17802020	4004	ba
17802028	4006	fb
17802047	4008	8f
17802055	400a	f7
17802063	400b	03
17802071	400c	f0
17802079	400e	03
17802356	4016	01
17802362	4016	00
17802559	4016	01
17802565	4016	00
17802762	4016	01
17802768	4016	00
17829794	4014	02
17831774	4000	71
17831782	4002	92
17831801	4004	ba
17831809	4006	fb
17831828	4008	8f
17831836	400a	f7
17831844	400b	03
17831852	400c	f0
17831860	400e	03
17832137	4016	01
17832143	4016	00
17832340	4016	01
17832346	4016	00
17832543	4016	01
17832549	4016	00
17859575	4014	02
17861475	4000	71
17861483	4002	92
17861502	4004	ba
17861510	4006	fb
17861529	4008	8f
17861537	400a	f7
17861545	400b	03
17861553	400c	f0
17861561	400e	03
17889355	4014	02
17891325	4000	71
17891333	4002	92
17891352	4004	ba
17891360	4006	a5
17891378	4007	02
17891386	4008	8f
17891394	400a	f7
17891402	400b	03
17891410	400c	f0
17891418	400e	03
17891685	4016	01
17891691	4016	00
17891888	4016	01
17891894	4016	00
17892091	4016	01
17892097	4016	00
17919135	4014	02
17921075	4000	71
17921083	4002	92
17921102	4004	ba
17921110	4006	a5
17921129	4008	8f
17921137	400a	f7
17921145	400b	03
17921153	400c	f0
17921161	400e	03
17921438	4016	01
17921444	4016	00
17921641	4016	01
17921647	4016	00
17921844	4016	01
17921850	4016	00
17948915	4014	02
17951545	4000	71
17951553	4002	92
17951572	4004	b9
17951580	4006	a5
17951599	4008	8f
17951607	400a	fd
17951615	400b	00
17951623	400c	f8
17951631	400e	00
17951911	4016	01
17951917	4016	00
17952114	4016	01
17952120	4016	00
17952317	4016	01
17952323	4016	00
17978695	4014	02
17980594	4000	71
17980602	4002	92
17980621	4004	b9
17980629	4006	fb
17980647	4007	01
17980655	4008	8f
17980663	400a	fb
17980671	400b	01
17980679	400c	f7
17980687	400e	00
17980964	4016	01
17980970	4016	00
17981167	4016	01
17981173	4016	00
17981370	4016	01
17981376	4016	00
18008474	4014	02
18010321	4000	71
18010329	4002	92
18010348	4004	b9
18010356	4006	fb
18010375	4008	8f
18010383	400a	fb
18010391	400b	01
18010399	400c	f6
18010407	400e	00
18010684	4016	01
18010690	4016	00
18010887	4016	01
18010893	4016	00
18011090	4016	01
18011096	4016	00
18038254	4014	02
18040061	4000	71
18040069	4002	92
18040088	4004	b9
18040096	4006	fb
18040115	4008	8f
18040123	400a	fb
18040131	400b	01
18040139	400c	f5
18040147	400e	00
